volume peso recompensa duração(s)
3 4 1200 546
19 7 515 275
16 3 1158 632
10 6 383 569
23 29 2114 118
29 7 931 1092
4 28 226 32
6 19 212 418
13 3 2153 167
29 7 883 928
10 5 391 124
9 16 1762 327
30 16 1442 393
8 5 1876 442
4 30 1745 987
11 29 1021 34
27 8 1664 645
28 25 2002 384
19 30 1192 992
11 22 1005 1034
10 4 1360 329
22 26 2030 303
16 4 1336 199
20 10 1064 1071
15 30 1230 1054
29 11 717 732
7 23 2194 748
8 9 1782 1003
27 14 232 308
29 21 496 163
6 10 1291 1002
21 25 1077 457
23 14 2079 244
28 14 1590 827
30 7 1757 388
10 9 1896 873
16 26 2146 488
17 3 1703 275
27 27 1232 317
13 20 1521 748
4 23 366 553
21 13 920 288
3 3 364 457
28 25 2068 251
15 27 1720 983
16 28 607 725
19 24 505 980
14 3 1783 400
14 26 762 331
24 26 1517 601
16 22 220 1045
25 22 1148 611
14 22 1690 1048
12 19 1887 166
18 16 2177 340
14 11 1374 137
9 22 1671 780
24 25 332 17
23 5 459 462
14 7 1308 424
26 10 1322 526
3 29 1948 446
4 12 1448 963
22 28 330 580
28 4 1621 447
22 15 824 620
29 4 1140 730
27 13 449 894
7 27 1205 375
3 21 522 818
24 19 1236 1031
14 9 2010 447
28 4 865 264
6 11 2189 857
10 30 1246 991
11 16 592 457
17 3 1652 866
9 24 1460 428
3 26 587 643
29 7 1503 91
5 9 1777 479
28 11 1346 578
17 8 685 799
12 23 288 49
23 24 1904 255
12 13 346 58
17 25 272 142
17 13 1619 1033
19 8 1659 20
27 4 1336 162
4 17 290 592
24 14 608 270
23 6 925 746
10 5 1281 786
22 7 1185 926
24 16 495 520
30 28 341 1067
21 4 926 58
13 6 1816 121
8 18 1552 688
11 10 204 791
5 8 1298 694
21 24 748 638
23 19 1589 903
18 18 2168 312
8 15 1008 840
17 23 1551 1058
12 23 1244 767
24 4 2151 358
26 21 351 188
20 18 507 638
18 19 2089 496
6 17 824 767
5 5 1000 721
24 7 302 51
24 4 1533 271
6 15 2112 699
29 20 518 150
21 6 2129 502
8 4 910 514
15 26 2106 188
24 9 845 9
5 22 1397 936
28 26 392 364
28 24 351 646
6 18 1206 487
13 7 1015 454
27 17 284 969
17 4 745 451
17 3 610 181
30 21 1101 93
3 4 320 311
12 26 2051 84
29 3 1545 307
12 7 282 34
29 14 2169 204
12 21 1588 1013
7 16 1285 1043
17 16 1791 454
10 7 739 602
20 6 1332 239
25 15 789 582
6 18 1974 298
15 20 1059 801
12 30 815 876
23 8 1591 968
23 10 381 99
5 3 799 467
29 27 1230 961
11 12 718 152
14 5 1465 750
5 19 1959 1067
28 29 1126 966
6 14 1969 829
8 28 1098 824
20 15 1374 764
23 14 512 544
3 13 437 589
26 20 1450 1078
27 19 410 478
30 6 1749 249
13 23 587 929
24 13 1902 442
23 23 1062 51
5 6 865 1002
9 12 1574 697
4 30 1148 519
12 11 1266 143
8 28 836 79
7 10 1336 771
18 30 1280 943
29 5 987 887
29 25 1303 1057
25 6 1088 44
17 28 305 287
18 7 321 832
26 12 1861 890
19 16 235 393
28 19 635 972
15 6 398 691
5 20 2167 255
26 6 1256 466
20 13 392 220
23 20 1481 86
26 30 1630 932
4 20 224 594
4 19 1901 922
29 25 268 889
26 9 321 119
21 4 2083 164
19 18 204 164
4 30 785 841
15 29 1067 140
3 19 772 274
3 30 339 731
3 20 894 832
24 20 754 1024
23 6 501 936
24 10 261 1021
5 24 1591 138
28 9 1224 258
20 17 1869 833
13 30 928 757
21 3 1502 808
27 8 979 292
29 17 362 716
24 18 2008 401
5 6 1787 875
18 27 878 954
15 13 1638 266
9 24 1178 671
26 3 1440 1001
14 26 238 694
30 28 448 166
15 30 620 38
14 6 1386 522
5 15 1730 404
20 3 1916 576
20 23 1522 792
24 16 2181 795
27 14 1890 1018
17 21 1261 484
13 13 587 575
10 10 2121 145
17 28 1209 904
6 25 675 820
23 5 2117 526
5 9 1326 742
28 27 632 700
5 8 1833 964
18 15 932 872
26 6 256 246
29 23 865 766
18 21 1602 763
28 14 849 792
10 10 2196 422
10 29 472 924
11 14 922 336
9 10 800 840
30 15 973 120
27 15 1974 514
20 19 1717 529
12 7 922 322
7 21 642 583
5 5 353 627
23 27 602 291
24 19 1861 637
29 29 1187 866
13 17 341 392
8 24 965 714
10 20 1271 1100
11 15 1434 74
28 15 2134 955
9 10 1481 389
9 13 313 1006
25 23 1134 646
12 13 689 656
26 23 1409 75
8 24 1753 258
7 27 274 937
9 22 1411 809
8 12 1488 953
12 26 1673 736
4 21 1572 523
28 30 272 415
5 5 1244 502
24 11 755 612
24 7 983 886
18 15 695 1070
10 8 1080 409
27 30 790 533
7 24 591 357
12 16 1265 987
19 18 786 21
19 15 380 358
20 19 712 363
8 26 1424 600
17 15 1634 1012
29 10 233 250
14 4 798 540
30 4 1571 345
30 17 2077 82
9 21 862 308
15 12 1133 346
15 10 1165 244
30 13 1856 50
5 18 1494 791
29 29 1732 200
12 14 818 178
27 7 489 411
26 20 561 591
27 6 447 373
19 3 1205 799
5 29 1776 844
16 5 999 1044
15 29 1853 1025
27 13 1955 1085
21 3 708 858
13 14 1158 649
3 8 1373 54
11 30 560 408
30 3 1949 644
22 23 892 142
26 3 1750 1008
7 18 1661 85
14 14 1154 477
20 19 862 344
6 7 365 628
20 11 1567 294
16 4 256 71
3 22 641 3
28 13 930 235
12 29 338 812
20 23 1170 819
21 28 407 182
25 22 1991 566
22 29 1093 767
24 12 700 741
30 12 1044 593
26 28 1431 195
5 9 511 249
29 15 1823 32
29 25 1448 221
24 18 1756 206
17 9 2124 118
6 6 1409 171
21 17 1421 726
8 19 1414 709
12 10 1631 660
3 14 1506 268
3 29 572 467
26 3 2080 183
21 30 1378 819
14 19 1043 343
14 18 1616 968
29 22 1165 1027
15 25 2076 556
26 19 1135 507
5 13 883 942
29 8 313 333
18 9 1692 258
12 7 380 71
18 6 403 98
3 27 297 471
11 30 750 139
8 19 554 29
21 20 2016 285
11 25 1525 792
15 13 1631 871
23 29 322 433
9 11 1474 1075
16 16 2141 687
23 12 1876 316
7 25 928 846
25 7 1730 679
5 7 919 724
17 19 1884 646
25 13 1101 611
26 10 651 1081
9 17 2163 961
25 4 1409 384
25 26 752 638
3 21 1507 962
3 18 217 462
24 11 866 651
4 4 1472 780
19 25 280 607
14 27 1150 240
11 17 1424 749
12 25 1841 281
11 23 955 385
21 21 1666 636
24 20 1913 170
25 14 1516 951
10 4 830 329
14 25 808 203
11 4 1722 440
17 23 1739 951
15 9 607 180
7 9 1643 211
17 15 2093 235
20 30 1836 166
24 18 2096 703
23 29 578 632
15 29 1831 61
19 19 915 825
6 26 720 663
24 17 1445 883
14 19 995 731
24 13 364 368
13 28 802 805
23 20 817 738
23 19 1403 573
8 11 1956 173
23 11 479 366
21 22 1294 945
24 17 332 684
3 6 353 561
29 26 1391 823
15 4 2013 265
21 14 215 110
18 8 786 1073
23 23 1989 901
26 28 742 491
23 28 1142 579
11 22 782 685
7 23 834 262
19 13 1179 357
20 11 1366 61
18 12 1842 459
10 3 288 533
11 30 261 615
23 29 1392 509
5 8 1557 980
12 23 1425 140
7 19 650 86
3 26 486 899
12 11 2094 373
28 26 1328 604
12 28 447 739
20 24 1969 284
25 17 1508 714
8 8 1587 562
22 28 1284 964
23 6 526 906
8 28 1034 1013
24 25 798 443
12 16 2026 589
17 24 1489 134
10 29 392 91
15 11 664 312
30 27 1272 695
20 4 961 752
9 8 1879 853
7 3 901 491
4 23 649 188
3 9 1491 66
10 15 486 312
9 7 927 559
17 10 2121 352
29 12 1793 652
17 7 1973 692
14 14 1971 674
28 28 2085 556
3 5 1638 271
3 24 994 1079
10 9 1971 49
24 30 1071 205
28 21 753 542
26 12 1980 530
22 15 1669 66
24 9 1437 349
22 29 2120 723
22 23 1649 489
5 4 718 784
23 30 281 1059
7 15 887 1065
29 15 298 899
26 16 1376 989
12 14 327 550
27 20 454 13
11 29 1504 643
7 18 1411 375
9 10 1635 83
3 3 976 1023
18 29 1836 431
5 21 600 49
19 16 2100 881
5 28 1072 277
14 21 2139 3
24 23 1223 553
4 4 1548 11
8 17 719 559
12 30 1645 722
18 29 574 401
3 3 636 726
3 13 547 303
22 20 2061 635
16 12 1448 1096
22 14 555 177
22 24 744 637
5 5 488 368
22 13 1455 813
10 6 330 1099
26 12 362 395
25 30 299 965
19 9 1507 399
20 12 516 848
21 5 1402 265
27 3 457 233
9 25 1527 236
9 5 2103 885
10 17 533 869
17 18 805 1055
12 29 2144 806
26 7 1018 219
4 23 1172 372
7 15 570 441
23 20 1598 8
12 6 611 428
23 3 1599 661
7 8 462 1032
16 25 1434 41
15 10 972 492
8 7 1452 564
9 26 1170 720
4 6 603 376
6 6 1021 312
5 30 1426 688
18 22 273 688
3 16 368 644
9 7 614 926
17 25 1372 866
16 4 1924 695
23 12 397 440
24 24 1833 614
7 24 803 312
8 5 568 115
5 23 468 475
22 3 704 617
27 28 984 386
30 4 226 288
22 22 1763 1048
11 18 1674 1012
18 10 243 1050
19 16 1004 400
22 18 579 70
11 16 2129 61
18 4 462 445
17 26 391 825
27 27 1212 397
17 16 1289 1084
26 23 385 899
29 25 2157 37
13 12 1271 785
12 10 1502 982
5 23 1708 345
26 28 462 860
19 20 1374 1033
6 11 754 704
19 25 1193 469
24 12 737 78
28 9 2041 224
29 25 1558 772
25 18 1552 444
17 11 1805 1047
17 12 609 481
8 7 666 50
17 24 359 1022
12 6 1570 77
9 10 2110 172
17 27 758 191
14 24 1742 8
14 30 1117 772
15 8 1398 789
22 19 1348 524
19 9 2092 236
23 19 1213 819
17 19 2023 1031
10 7 1686 127
28 10 958 55
13 10 1611 189
3 28 1950 82
3 28 452 704
27 20 1139 669
16 18 1544 724
3 23 2048 1019
18 19 1456 436
3 23 800 220
21 18 1031 1081
14 3 1399 1066
12 5 1747 625
15 20 1957 196
30 12 1769 308
5 3 985 966
6 28 1703 407
27 17 594 151
11 28 1244 32
4 22 1002 267
5 19 736 1027
4 26 1140 641
30 8 819 156
21 7 2150 558
30 9 1388 958
7 16 992 1011
7 8 1442 990
17 12 1342 123
13 9 1439 810
25 5 601 76
28 19 547 514
25 18 2191 821
9 6 1597 243
24 5 773 618
5 15 1744 271
29 29 1527 424
26 20 408 678
12 26 1177 289
7 28 533 832
27 12 280 305
5 9 1143 12
18 4 1636 99
12 9 1191 455
19 23 1590 41
10 4 714 131
3 13 1434 184
21 24 1682 220
19 26 908 869
28 16 2159 351
13 28 1410 766
6 21 1351 254
12 24 1690 926
30 20 1556 69
27 17 2060 181
16 14 1425 60
15 4 700 793
3 3 1309 1006
16 10 1245 179
5 28 317 880
28 24 909 815
30 5 1859 824
24 6 274 248
9 28 1316 295
9 21 399 336
18 3 1378 695
17 5 819 715
6 26 703 777
19 4 455 523
6 10 671 1060
22 9 1409 769
16 19 636 300
7 6 475 640
24 3 877 865
14 26 333 532
5 13 2054 253
5 24 861 588
18 8 366 842
29 6 934 344
17 13 788 853
23 14 1125 596
3 13 442 660
8 29 2112 871
26 12 1639 553
13 19 1584 689
9 26 242 764
28 28 2033 421
20 18 1702 1061
26 30 669 845
9 6 1233 160
11 29 1812 956
8 5 1249 615
21 9 611 227
12 21 521 855
20 16 1626 433
16 29 1834 564
15 22 353 241
3 12 939 209
30 27 1208 892
28 17 800 1013
3 28 2045 1044
27 5 755 808
25 21 1949 458
14 23 965 634
28 17 347 489
29 11 569 1083
7 10 601 965
27 7 1934 417
8 5 1322 73
14 5 616 149
11 16 568 126
30 4 2196 411
15 3 1346 177
19 19 1260 58
28 14 417 781
15 4 1222 1
7 7 800 1090
13 17 302 736
10 21 371 347
24 3 1962 263
17 13 1372 741
24 26 1073 674
22 13 1609 590
28 19 2153 367
22 12 960 124
3 11 937 960
25 11 1172 715
12 28 416 394
6 11 569 98
22 7 2192 171
5 25 854 830
16 9 1546 917
15 8 2011 681
9 12 971 1076
18 3 511 1005
25 25 1834 673
14 24 2008 50
15 12 933 489
29 18 1752 1080
5 17 1143 18
11 24 1887 490
3 19 976 774
3 20 2050 76
25 23 226 166
16 13 886 911
28 22 529 165
9 17 434 175
12 16 413 738
10 16 247 1056
29 22 1650 273
25 27 1982 102
22 9 519 906
26 25 521 47
13 24 1539 869
19 13 747 497
29 6 1743 309
4 15 470 70
3 17 1020 961
27 7 622 138
28 16 1368 826
10 25 1160 340
21 10 653 638
9 24 669 209
28 6 857 663
29 10 866 967
28 29 1631 822
11 13 405 756
21 7 755 356
5 21 1572 453
18 14 1880 473
20 27 703 91
29 4 793 328
4 8 670 305
6 14 560 340
23 12 1495 976
12 20 1183 926
7 16 1455 161
26 10 2157 573
23 24 275 703
3 26 720 736
26 10 1236 787
27 15 1801 531
29 13 586 2
16 11 483 730
23 3 1427 62
6 26 1346 337
12 7 1335 357
15 5 731 147
3 11 1651 729
8 12 682 279
3 28 2087 118
30 5 609 698
27 29 237 531
10 23 1032 799
29 12 765 445
29 28 243 421
7 24 1920 367
5 27 650 565
21 12 543 724
6 10 1640 89
17 15 1950 160
5 4 2124 222
20 14 362 344
13 5 396 186
6 21 1779 817
5 13 878 235
25 26 1813 73
4 5 1382 895
14 12 1567 1025
13 11 1662 701
27 13 2052 76
27 16 860 399
23 17 285 79
5 25 1864 466
29 5 690 827
27 23 2166 140
10 21 607 814
12 29 406 466
10 30 1091 82
6 22 1827 518
11 9 1019 565
6 13 1435 707
11 22 486 567
9 27 847 416
9 21 1912 467
3 4 441 476
23 13 454 351
4 15 2014 133
7 24 1689 875
10 21 738 764
5 4 1039 126
8 18 2001 43
22 17 2056 473
6 28 378 427
24 29 842 1053
27 6 1065 1098
24 7 932 953
21 18 645 515
19 12 318 346
13 12 1937 245
10 13 536 634
5 20 954 607
7 7 681 810
20 8 1544 535
13 9 1901 695
9 4 1355 134
27 25 2006 57
12 8 1884 174
14 16 569 535
19 5 1430 445
6 18 2124 1088
15 20 1345 30
9 7 284 10
5 6 1993 795
28 13 1923 469
25 10 1196 1018
4 23 702 580
10 27 394 827
14 11 250 241
27 23 1287 837
15 29 1084 724
16 21 1807 1073
13 13 1605 840
11 15 953 1025
12 29 1203 86
24 9 1352 510
30 5 257 568
17 16 1112 571
24 14 1437 47
3 4 972 136
3 11 719 145
3 11 1161 883
24 27 872 983
6 11 1545 114
24 21 1072 384
22 24 1884 216
4 6 602 1
14 24 985 55
30 23 1451 208
17 25 749 773
6 4 1027 989
16 27 1932 96
14 7 549 623
4 23 1999 1056
15 18 1558 1
23 25 1855 827
17 9 617 1080
26 18 1214 541
21 3 2189 563
21 21 785 1066
30 24 325 832
28 13 685 154
23 16 241 234
13 12 2141 872
8 29 935 469
29 5 1147 721
13 18 1478 428
30 27 603 132
29 9 1819 133
23 28 979 997
24 10 1292 156
15 15 670 199
23 22 2008 1024
22 27 1639 965
12 13 376 926
26 22 1182 928
8 28 289 644
7 10 970 495
12 23 2033 655
5 3 211 202
28 24 502 246
25 23 2095 948
26 15 1078 80
15 25 359 1033
24 12 854 74
6 7 725 125
22 13 727 310
30 23 464 146
13 13 404 449
17 30 447 10
15 13 1905 499
27 8 895 759
21 14 1968 77
7 14 1235 157
3 5 551 722
27 4 2052 60
28 18 1027 430
28 7 1145 859
3 26 2103 401
23 13 875 718
3 26 1012 526
17 15 1218 700
15 17 1615 1069
8 6 1726 734
15 30 1014 906
28 15 774 367
9 19 1842 159
15 17 911 318
17 15 683 610
25 19 318 659
14 5 954 80
25 16 1558 830
19 19 1525 867
14 17 1635 338
15 8 1819 561
3 11 539 367
4 18 209 1031
7 18 301 105
24 17 524 1067
26 15 2147 638
23 5 1054 763
22 30 1361 444
11 24 2053 1075
30 29 620 409
4 26 543 943
15 19 1457 741
25 4 408 291
18 14 618 116
5 29 613 416
11 14 1705 21
10 4 1490 22
14 19 1339 348
5 20 360 144
8 3 608 1
20 18 815 794
14 25 217 387
27 15 1738 472
3 16 2147 269
4 3 801 364
17 14 1011 1025
23 7 462 820
24 10 693 1056
30 24 877 134
6 18 1917 39
30 14 899 254
16 21 1493 257
24 10 1579 1023
24 30 2066 742
25 12 1776 70
21 3 1181 1070
23 22 1053 1085
10 27 1621 391
30 19 681 370
23 4 1072 915
20 16 1148 525
7 18 672 536
13 15 2155 42
28 18 865 342
11 19 1924 705
10 4 1349 865
11 13 1001 108
28 10 1139 813
14 6 1351 1056
17 7 1511 180
13 15 1575 1100
9 12 261 806
21 20 602 1096
21 18 851 312
24 29 1496 39
15 26 874 1077
23 4 2159 875
20 20 2193 36
18 9 538 88
3 21 1209 757
11 4 1516 148
21 9 800 316
19 7 1132 53
23 29 1980 241
6 5 870 1029
30 6 1258 710
8 28 1669 170
12 28 482 992
27 20 827 564
28 8 795 793
14 14 997 917
26 11 692 263
29 22 1701 612
12 28 566 732
14 25 1721 990
10 18 569 637
18 7 1615 428
11 27 2159 628
30 10 1906 284
14 15 1758 973
15 14 1799 867
6 11 1699 500
14 15 773 640
22 10 1687 221
28 14 1091 208
18 28 1542 1031
15 20 1998 388
8 10 465 298
3 10 2034 154
3 23 375 245
26 15 224 928
4 17 2179 1036
12 13 985 788
28 13 2117 619
20 20 740 410
11 7 212 229
10 29 204 145
17 11 2023 731
3 4 1200 546
19 7 515 275
16 3 1158 632
10 6 383 569
23 29 2114 118
29 7 931 1092
4 28 226 32
6 19 212 418
13 3 2153 167
29 7 883 928
10 5 391 124
9 16 1762 327
30 16 1442 393
8 5 1876 442
4 30 1745 987
11 29 1021 34
27 8 1664 645
28 25 2002 384
19 30 1192 992
11 22 1005 1034
10 4 1360 329
22 26 2030 303
16 4 1336 199
20 10 1064 1071
15 30 1230 1054
29 11 717 732
7 23 2194 748
8 9 1782 1003
27 14 232 308
29 21 496 163
6 10 1291 1002
21 25 1077 457
23 14 2079 244
28 14 1590 827
30 7 1757 388
10 9 1896 873
16 26 2146 488
17 3 1703 275
27 27 1232 317
13 20 1521 748
4 23 366 553
21 13 920 288
3 3 364 457
28 25 2068 251
15 27 1720 983
16 28 607 725
19 24 505 980
14 3 1783 400
14 26 762 331
24 26 1517 601
16 22 220 1045
25 22 1148 611
14 22 1690 1048
12 19 1887 166
18 16 2177 340
14 11 1374 137
9 22 1671 780
24 25 332 17
23 5 459 462
14 7 1308 424
26 10 1322 526
3 29 1948 446
4 12 1448 963
22 28 330 580
28 4 1621 447
22 15 824 620
29 4 1140 730
27 13 449 894
7 27 1205 375
3 21 522 818
24 19 1236 1031
14 9 2010 447
28 4 865 264
6 11 2189 857
10 30 1246 991
11 16 592 457
17 3 1652 866
9 24 1460 428
3 26 587 643
29 7 1503 91
5 9 1777 479
28 11 1346 578
17 8 685 799
12 23 288 49
23 24 1904 255
12 13 346 58
17 25 272 142
17 13 1619 1033
19 8 1659 20
27 4 1336 162
4 17 290 592
24 14 608 270
23 6 925 746
10 5 1281 786
22 7 1185 926
24 16 495 520
30 28 341 1067
21 4 926 58
13 6 1816 121
8 18 1552 688
11 10 204 791
5 8 1298 694
21 24 748 638
23 19 1589 903
18 18 2168 312
8 15 1008 840
17 23 1551 1058
12 23 1244 767
24 4 2151 358
26 21 351 188
20 18 507 638
18 19 2089 496
6 17 824 767
5 5 1000 721
24 7 302 51
24 4 1533 271
6 15 2112 699
29 20 518 150
21 6 2129 502
8 4 910 514
15 26 2106 188
24 9 845 9
5 22 1397 936
28 26 392 364
28 24 351 646
6 18 1206 487
13 7 1015 454
27 17 284 969
17 4 745 451
17 3 610 181
30 21 1101 93
3 4 320 311
12 26 2051 84
29 3 1545 307
12 7 282 34
29 14 2169 204
12 21 1588 1013
7 16 1285 1043
17 16 1791 454
10 7 739 602
20 6 1332 239
25 15 789 582
6 18 1974 298
15 20 1059 801
12 30 815 876
23 8 1591 968
23 10 381 99
5 3 799 467
29 27 1230 961
11 12 718 152
14 5 1465 750
5 19 1959 1067
28 29 1126 966
6 14 1969 829
8 28 1098 824
20 15 1374 764
23 14 512 544
3 13 437 589
26 20 1450 1078
27 19 410 478
30 6 1749 249
13 23 587 929
24 13 1902 442
23 23 1062 51
5 6 865 1002
9 12 1574 697
4 30 1148 519
12 11 1266 143
8 28 836 79
7 10 1336 771
18 30 1280 943
29 5 987 887
29 25 1303 1057
25 6 1088 44
17 28 305 287
18 7 321 832
26 12 1861 890
19 16 235 393
28 19 635 972
15 6 398 691
5 20 2167 255
26 6 1256 466
20 13 392 220
23 20 1481 86
26 30 1630 932
4 20 224 594
4 19 1901 922
29 25 268 889
26 9 321 119
21 4 2083 164
19 18 204 164
4 30 785 841
15 29 1067 140
3 19 772 274
3 30 339 731
3 20 894 832
24 20 754 1024
23 6 501 936
24 10 261 1021
5 24 1591 138
28 9 1224 258
20 17 1869 833
13 30 928 757
21 3 1502 808
27 8 979 292
29 17 362 716
24 18 2008 401
5 6 1787 875
18 27 878 954
15 13 1638 266
9 24 1178 671
26 3 1440 1001
14 26 238 694
30 28 448 166
15 30 620 38
14 6 1386 522
5 15 1730 404
20 3 1916 576
20 23 1522 792
24 16 2181 795
27 14 1890 1018
17 21 1261 484
13 13 587 575
10 10 2121 145
17 28 1209 904
6 25 675 820
23 5 2117 526
5 9 1326 742
28 27 632 700
5 8 1833 964
18 15 932 872
26 6 256 246
29 23 865 766
18 21 1602 763
28 14 849 792
10 10 2196 422
10 29 472 924
11 14 922 336
9 10 800 840
30 15 973 120
27 15 1974 514
20 19 1717 529
12 7 922 322
7 21 642 583
5 5 353 627
23 27 602 291
24 19 1861 637
29 29 1187 866
13 17 341 392
8 24 965 714
10 20 1271 1100
11 15 1434 74
28 15 2134 955
9 10 1481 389
9 13 313 1006
25 23 1134 646
12 13 689 656
26 23 1409 75
8 24 1753 258
7 27 274 937
9 22 1411 809
8 12 1488 953
12 26 1673 736
4 21 1572 523
28 30 272 415
5 5 1244 502
24 11 755 612
24 7 983 886
18 15 695 1070
10 8 1080 409
27 30 790 533
7 24 591 357
12 16 1265 987
19 18 786 21
19 15 380 358
20 19 712 363
8 26 1424 600
17 15 1634 1012
29 10 233 250
14 4 798 540
30 4 1571 345
30 17 2077 82
9 21 862 308
15 12 1133 346
15 10 1165 244
30 13 1856 50
5 18 1494 791
29 29 1732 200
12 14 818 178
27 7 489 411
26 20 561 591
27 6 447 373
19 3 1205 799
5 29 1776 844
16 5 999 1044
15 29 1853 1025
27 13 1955 1085
21 3 708 858
13 14 1158 649
3 8 1373 54
11 30 560 408
30 3 1949 644
22 23 892 142
26 3 1750 1008
7 18 1661 85
14 14 1154 477
20 19 862 344
6 7 365 628
20 11 1567 294
16 4 256 71
3 22 641 3
28 13 930 235
12 29 338 812
20 23 1170 819
21 28 407 182
25 22 1991 566
22 29 1093 767
24 12 700 741
30 12 1044 593
26 28 1431 195
5 9 511 249
29 15 1823 32
29 25 1448 221
24 18 1756 206
17 9 2124 118
6 6 1409 171
21 17 1421 726
8 19 1414 709
12 10 1631 660
3 14 1506 268
3 29 572 467
26 3 2080 183
21 30 1378 819
14 19 1043 343
14 18 1616 968
29 22 1165 1027
15 25 2076 556
26 19 1135 507
5 13 883 942
29 8 313 333
18 9 1692 258
12 7 380 71
18 6 403 98
3 27 297 471
11 30 750 139
8 19 554 29
21 20 2016 285
11 25 1525 792
15 13 1631 871
23 29 322 433
9 11 1474 1075
16 16 2141 687
23 12 1876 316
7 25 928 846
25 7 1730 679
5 7 919 724
17 19 1884 646
25 13 1101 611
26 10 651 1081
9 17 2163 961
25 4 1409 384
25 26 752 638
3 21 1507 962
3 18 217 462
24 11 866 651
4 4 1472 780
19 25 280 607
14 27 1150 240
11 17 1424 749
12 25 1841 281
11 23 955 385
21 21 1666 636
24 20 1913 170
25 14 1516 951
10 4 830 329
14 25 808 203
11 4 1722 440
17 23 1739 951
15 9 607 180
7 9 1643 211
17 15 2093 235
20 30 1836 166
24 18 2096 703
23 29 578 632
15 29 1831 61
19 19 915 825
6 26 720 663
24 17 1445 883
14 19 995 731
24 13 364 368
13 28 802 805
23 20 817 738
23 19 1403 573
8 11 1956 173
23 11 479 366
21 22 1294 945
24 17 332 684
3 6 353 561
29 26 1391 823
15 4 2013 265
21 14 215 110
18 8 786 1073
23 23 1989 901
26 28 742 491
23 28 1142 579
11 22 782 685
7 23 834 262
19 13 1179 357
20 11 1366 61
18 12 1842 459
10 3 288 533
11 30 261 615
23 29 1392 509
5 8 1557 980
12 23 1425 140
7 19 650 86
3 26 486 899
12 11 2094 373
28 26 1328 604
12 28 447 739
20 24 1969 284
25 17 1508 714
8 8 1587 562
22 28 1284 964
23 6 526 906
8 28 1034 1013
24 25 798 443
12 16 2026 589
17 24 1489 134
10 29 392 91
15 11 664 312
30 27 1272 695
20 4 961 752
9 8 1879 853
7 3 901 491
4 23 649 188
3 9 1491 66
10 15 486 312
9 7 927 559
17 10 2121 352
29 12 1793 652
17 7 1973 692
14 14 1971 674
28 28 2085 556
3 5 1638 271
3 24 994 1079
10 9 1971 49
24 30 1071 205
28 21 753 542
26 12 1980 530
22 15 1669 66
24 9 1437 349
22 29 2120 723
22 23 1649 489
5 4 718 784
23 30 281 1059
7 15 887 1065
29 15 298 899
26 16 1376 989
12 14 327 550
27 20 454 13
11 29 1504 643
7 18 1411 375
9 10 1635 83
3 3 976 1023
18 29 1836 431
5 21 600 49
19 16 2100 881
5 28 1072 277
14 21 2139 3
24 23 1223 553
4 4 1548 11
8 17 719 559
12 30 1645 722
18 29 574 401
3 3 636 726
3 13 547 303
22 20 2061 635
16 12 1448 1096
22 14 555 177
22 24 744 637
5 5 488 368
22 13 1455 813
10 6 330 1099
26 12 362 395
25 30 299 965
19 9 1507 399
20 12 516 848
21 5 1402 265
27 3 457 233
9 25 1527 236
9 5 2103 885
10 17 533 869
17 18 805 1055
12 29 2144 806
26 7 1018 219
4 23 1172 372
7 15 570 441
23 20 1598 8
12 6 611 428
23 3 1599 661
7 8 462 1032
16 25 1434 41
15 10 972 492
8 7 1452 564
9 26 1170 720
4 6 603 376
6 6 1021 312
5 30 1426 688
18 22 273 688
3 16 368 644
9 7 614 926
17 25 1372 866
16 4 1924 695
23 12 397 440
24 24 1833 614
7 24 803 312
8 5 568 115
5 23 468 475
22 3 704 617
27 28 984 386
30 4 226 288
22 22 1763 1048
11 18 1674 1012
18 10 243 1050
19 16 1004 400
22 18 579 70
11 16 2129 61
18 4 462 445
17 26 391 825
27 27 1212 397
17 16 1289 1084
26 23 385 899
29 25 2157 37
13 12 1271 785
12 10 1502 982
5 23 1708 345
26 28 462 860
19 20 1374 1033
6 11 754 704
19 25 1193 469
24 12 737 78
28 9 2041 224
29 25 1558 772
25 18 1552 444
17 11 1805 1047
17 12 609 481
8 7 666 50
17 24 359 1022
12 6 1570 77
9 10 2110 172
17 27 758 191
14 24 1742 8
14 30 1117 772
15 8 1398 789
22 19 1348 524
19 9 2092 236
23 19 1213 819
17 19 2023 1031
10 7 1686 127
28 10 958 55
13 10 1611 189
3 28 1950 82
3 28 452 704
27 20 1139 669
16 18 1544 724
3 23 2048 1019
18 19 1456 436
3 23 800 220
21 18 1031 1081
14 3 1399 1066
12 5 1747 625
15 20 1957 196
30 12 1769 308
5 3 985 966
6 28 1703 407
27 17 594 151
11 28 1244 32
4 22 1002 267
5 19 736 1027
4 26 1140 641
30 8 819 156
21 7 2150 558
30 9 1388 958
7 16 992 1011
7 8 1442 990
17 12 1342 123
13 9 1439 810
25 5 601 76
28 19 547 514
25 18 2191 821
9 6 1597 243
24 5 773 618
5 15 1744 271
29 29 1527 424
26 20 408 678
12 26 1177 289
7 28 533 832
27 12 280 305
5 9 1143 12
18 4 1636 99
12 9 1191 455
19 23 1590 41
10 4 714 131
3 13 1434 184
21 24 1682 220
19 26 908 869
28 16 2159 351
13 28 1410 766
6 21 1351 254
12 24 1690 926
30 20 1556 69
27 17 2060 181
16 14 1425 60
